Time,Velocity,Omega
1571250189.198761,0.300000,2.069501
1571250189.244819,0.300000,0.063947
1571250189.315454,0.300000,-0.754690
1571250189.365508,0.300000,-2.841244
1571250189.462424,0.300000,2.504954
1571250189.566652,0.300000,-1.113208
1571250189.645322,0.300000,-1.409032
1571250189.678300,0.300000,-1.333452
1571250189.728897,0.300000,-1.430323
1571250189.769064,0.300000,-1.445945
1571250189.832036,0.300000,2.581508
1571250189.883332,0.300000,0.152202
1571250189.957875,0.300000,-1.291985
1571250190.005811,0.300000,-1.048740
1571250190.032723,0.300000,-0.201723
1571250190.097428,0.300000,-1.463998
1571250190.169649,0.300000,-0.242335
1571250190.291629,0.300000,-0.263286
1571250190.347715,0.300000,-0.975306
1571250190.396946,0.300000,-1.709304
1571250190.488584,0.300000,-0.237544
1571250190.543635,0.300000,-1.322305
1571250190.609897,0.300000,-1.406016
1571250190.673058,0.300000,-0.703799
1571250190.727938,0.300000,2.866445
1571250190.771063,0.300000,1.607708
1571250190.809892,0.300000,-0.539738
1571250190.886910,0.300000,-0.638705
1571250190.937526,0.300000,-1.391655
1571250191.003096,0.300000,-0.699893
1571250191.067121,0.300000,-0.856764
1571250191.128943,0.300000,-0.609393
1571250191.179965,0.300000,-1.645241
1571250191.233163,0.300000,-1.135730
1571250191.288284,0.300000,-0.676106
1571250191.344148,0.300000,-0.938754
1571250191.445079,0.300000,2.069286
1571250191.512382,0.300000,2.004446
1571250191.559579,0.300000,1.487026
1571250191.609243,0.300000,1.141147
1571250191.655942,0.300000,1.130506
1571250191.690669,0.300000,2.979887
1571250191.723427,0.300000,-1.608523
1571250191.763336,0.300000,1.890542
1571250191.838970,0.300000,2.073376
1571250191.878618,0.300000,1.915385
1571250191.938961,0.300000,-2.895903
1571250191.992692,0.300000,-2.256276
1571250192.037642,0.300000,-3.339168
1571250192.113309,0.300000,-0.247540
1571250192.169371,0.300000,-1.990654
1571250192.217094,0.300000,-2.833288
1571250192.259384,0.300000,-2.214645
1571250192.295621,0.300000,-2.272911
1571250192.359523,0.300000,-2.252081
1571250192.445081,0.300000,-3.214357
1571250192.530244,0.300000,-2.467696
1571250192.578474,0.300000,-1.203126
1571250192.636635,0.300000,-1.914027
1571250192.726234,0.300000,2.364372
1571250192.814077,0.300000,3.253966
1571250192.874481,0.300000,3.824914
1571250192.952087,0.300000,4.267740
1571250192.991785,0.300000,4.323834
1571250193.073352,0.300000,3.371761
1571250193.129916,0.300000,3.397383
1571250193.192397,0.300000,4.005554
1571250193.236260,0.300000,4.164223
1571250193.286657,0.300000,4.426938
1571250193.357865,0.300000,3.580192
1571250193.400462,0.300000,3.397632
1571250193.470254,0.300000,3.577846
1571250193.525389,0.300000,2.077048
1571250193.612470,0.300000,2.720385
1571250193.683396,0.300000,-2.740833
1571250193.736785,0.300000,-3.299676
1571250193.811179,0.300000,-3.289129
1571250193.868921,0.300000,-2.460586
1571250193.927488,0.300000,-2.750395
1571250193.983515,0.300000,-3.468848
1571250194.044652,0.300000,-3.608634
1571250194.099612,0.300000,-3.573435
1571250194.138285,0.300000,-3.775201
1571250194.214140,0.300000,-3.868601
1571250194.261600,0.300000,-4.128400
1571250194.302415,0.300000,-3.869210
1571250194.391067,0.300000,-3.833072
1571250194.452711,0.300000,-3.533260
1571250194.510731,0.300000,-3.336536
1571250194.567739,0.300000,-3.343555
1571250194.627409,0.300000,-4.077853
1571250194.667267,0.300000,-2.507813
1571250194.695936,0.300000,-2.596000
1571250194.739200,0.300000,-1.124009
1571250194.788080,0.300000,-1.885955
1571250194.828631,0.300000,-0.459878
1571250194.866603,0.300000,-1.428470
1571250194.923373,0.300000,2.948035
1571250194.968569,0.300000,3.153471
1571250195.013234,0.300000,3.109046
1571250195.064096,0.300000,0.665939
1571250195.135259,0.300000,1.743153
1571250195.185686,0.300000,0.084847
1571250195.246017,0.300000,2.841745
1571250195.293639,0.300000,0.765240
1571250195.361139,0.300000,-0.009329
1571250195.427880,0.300000,-0.678296
1571250195.501936,0.300000,2.645106
1571250195.572042,0.300000,-0.786460
1571250195.659967,0.300000,-1.309722
1571250195.723501,0.300000,-1.137202
1571250195.739254,0.300000,-1.395788
1571250195.803078,0.300000,-1.399212
1571250195.890807,0.300000,-1.403524
1571250195.929670,0.300000,-1.310567
1571250196.004529,0.300000,-1.211329
1571250196.078290,0.300000,-1.095992
1571250196.124400,0.300000,-1.162354
1571250196.166411,0.300000,-0.973877
1571250196.220812,0.300000,-0.462189
1571250196.259985,0.300000,-0.663460
1571250196.300056,0.300000,0.425000
1571250196.362540,0.300000,-1.147689
1571250196.429099,0.300000,-0.321439
1571250196.523659,0.300000,0.079281
1571250196.567951,0.300000,0.158652
1571250196.629656,0.300000,0.423476
1571250196.690882,0.300000,0.436761
1571250196.729733,0.300000,2.954097
1571250196.791678,0.300000,2.440496
1571250196.861533,0.300000,-0.076266
1571250196.911266,0.300000,0.161911
1571250196.975395,0.300000,2.295838
1571250197.020685,0.300000,1.730476
1571250197.081858,0.300000,-1.352950
1571250197.165832,0.300000,-1.582749
1571250197.209227,0.300000,2.130154
1571250197.280067,0.300000,-2.103569
1571250197.336191,0.300000,-1.470542
1571250197.396155,0.300000,1.237033
1571250197.455654,0.300000,-1.865890
1571250197.543299,0.300000,-1.069677
1571250197.632867,0.300000,1.562201
1571250197.688066,0.300000,1.767271
1571250197.729410,0.300000,-1.600570
1571250197.770666,0.300000,-1.387816
1571250197.831450,0.300000,2.160840
1571250197.929830,0.300000,1.159822
1571250197.998489,0.300000,0.429084
1571250198.059773,0.300000,0.978203
1571250198.129144,0.300000,1.117222
1571250198.207806,0.300000,0.985797
1571250198.254460,0.300000,1.412901
1571250198.319071,0.300000,0.571572
1571250198.383721,0.300000,0.647387
1571250198.448195,0.300000,0.401291
1571250198.517207,0.300000,2.628354
1571250198.596455,0.300000,3.812956
1571250198.664770,0.300000,3.225038
1571250198.727231,0.300000,3.003344
1571250198.768533,0.300000,2.960199
1571250198.800962,0.300000,3.021654
1571250198.871732,0.300000,2.400343
1571250198.897130,0.300000,3.371818
1571250198.964045,0.300000,1.286443
1571250199.024869,0.300000,1.850787
1571250199.072864,0.300000,1.300458
1571250199.146148,0.300000,0.957591
1571250199.210509,0.300000,-1.614785
1571250199.267362,0.300000,-3.235700
1571250199.302784,0.300000,-2.831762
1571250199.378000,0.300000,-2.396843
1571250199.429912,0.300000,-2.604444
1571250199.519915,0.300000,-2.648781
1571250199.619932,0.300000,-1.341454
1571250199.672676,0.300000,-0.413024
1571250199.729726,0.300000,-1.880140
1571250199.779361,0.300000,-0.863953
1571250199.822553,0.300000,0.099268
1571250199.874601,0.300000,-1.687563
1571250199.931708,0.300000,-1.227722
1571250200.004824,0.300000,-1.555115
1571250200.066353,0.300000,-1.731813
1571250200.142151,0.300000,0.084887
1571250200.220061,0.300000,0.391615
1571250200.283997,0.300000,2.490271
1571250200.335832,0.300000,1.854291
1571250200.377986,0.300000,2.340463
1571250200.429246,0.300000,2.457379
1571250200.530179,0.300000,2.240166
1571250200.597749,0.300000,-0.765376
1571250200.649889,0.300000,-1.792950
1571250200.721869,0.300000,-1.903188
1571250200.768503,0.300000,-2.863244
1571250200.852096,0.300000,-3.023550
1571250200.888414,0.300000,-3.359307
1571250200.908678,0.300000,-3.542689
1571250200.989579,0.300000,-3.724241
1571250201.031563,0.300000,-3.787506
1571250201.099033,0.300000,-4.178991
1571250201.161427,0.300000,-3.540310
1571250201.270445,0.300000,-3.629371
1571250201.295984,0.300000,-3.693289
1571250201.328951,0.300000,-3.657341
1571250201.393151,0.300000,-3.029762
1571250201.456726,0.300000,-2.587737
1571250201.509302,0.300000,-3.509439
1571250201.628233,0.300000,1.290039
1571250201.654782,0.300000,1.097484
1571250201.705568,0.300000,1.625500
1571250201.777484,0.300000,-3.035957
1571250201.852063,0.300000,-1.988895
1571250201.894156,0.300000,0.255932
1571250201.971372,0.300000,-1.608264
1571250202.046249,0.300000,-1.333649
1571250202.084725,0.300000,0.863545
1571250202.117046,0.300000,1.801690
1571250202.174658,0.300000,0.966051
1571250202.221499,0.300000,0.966051
1571250202.258183,0.300000,2.319901
1571250202.299848,0.300000,-1.795810
1571250202.357843,0.300000,2.219575
1571250202.395034,0.300000,1.425543
1571250202.435260,0.300000,1.434080
1571250202.485955,0.300000,1.422098
1571250202.516240,0.300000,1.134409
1571250202.563096,0.300000,-0.071173
1571250202.629299,0.300000,-0.464730
1571250202.671610,0.300000,0.074068
1571250202.741970,0.300000,-2.511528
1571250202.770566,0.300000,0.062810
1571250202.829030,0.300000,-0.864328
1571250202.877576,0.300000,-0.548192
1571250202.931041,0.000000,-1.000000
1571250202.931665,0.300000,-0.548192
1571250202.983376,0.000000,-1.000000
1571250202.983892,0.300000,-0.548192
1571250203.030391,0.000000,-1.000000
1571250203.030857,0.300000,-0.548192
1571250203.080219,0.000000,-1.000000
1571250203.080848,0.300000,-0.548192
1571250203.138553,0.000000,-1.000000
1571250203.139074,0.300000,-0.548192
1571250203.192220,0.000000,-1.000000
1571250203.192714,0.300000,-0.548192
1571250203.235127,0.300000,1.940566
1571250203.283862,0.000000,-1.000000
1571250203.284470,0.300000,1.940566
1571250203.353111,0.000000,-1.000000
1571250203.353726,0.300000,1.940566
1571250203.415975,0.000000,-1.000000
1571250203.416678,0.300000,1.940566
1571250203.460201,0.000000,-1.000000
1571250203.460712,0.300000,1.940566
1571250203.529333,0.000000,-1.000000
1571250203.529906,0.300000,1.940566
1571250203.649044,0.300000,0.946884
1571250203.683826,0.300000,-4.239537
1571250203.774813,0.300000,-4.404052
1571250203.824382,0.300000,0.495871
1571250203.887020,0.300000,0.456056
1571250203.948442,0.300000,-4.992132
1571250204.000794,0.300000,-4.959335
1571250204.050744,0.300000,-4.891904
1571250204.122208,0.300000,-5.116600
1571250204.198474,0.300000,4.537517
1571250204.227801,0.300000,-5.078064
1571250204.268437,0.300000,-5.024972
1571250204.327759,0.300000,5.114910
1571250204.387955,0.300000,-5.051235
1571250204.448583,0.300000,-5.177074
1571250204.540433,0.300000,-5.099011
1571250204.639223,0.300000,-5.013853
1571250204.678874,0.300000,-5.131800
1571250204.729427,0.300000,-4.545287
1571250204.780637,0.300000,-4.726935
1571250204.813178,0.300000,-4.571504
1571250204.858386,0.300000,-5.022275
1571250204.892302,0.300000,-4.310649
1571250204.930469,0.300000,-5.153567
1571250204.989230,0.300000,-4.815496
1571250205.022679,0.300000,-4.401127
1571250205.066576,0.300000,-3.721305
1571250205.131191,0.300000,-3.451242
1571250205.191118,0.300000,-4.126289
1571250205.235140,0.300000,-2.001459
1571250205.294874,0.300000,-0.876469
1571250205.347636,0.300000,-2.796049
1571250205.395188,0.300000,-2.929721
1571250205.472628,0.300000,-1.007613
1571250205.497639,0.300000,3.453616
1571250205.534701,0.300000,0.447600
1571250205.569381,0.300000,1.687933
1571250205.630449,0.300000,3.453557
1571250205.678747,0.300000,4.162211
1571250205.733166,0.300000,3.806165
1571250205.773612,0.300000,3.759214
1571250205.812193,0.300000,3.938012
1571250205.859759,0.300000,3.677714
1571250205.914151,0.300000,3.682966
1571250205.950035,0.300000,2.896177
1571250206.000289,0.300000,2.493248
1571250206.046164,0.300000,2.803238
1571250206.104219,0.300000,-1.669723
1571250206.156563,0.300000,-1.773440
1571250206.257521,0.300000,-0.748398
1571250206.327368,0.300000,-1.512007
1571250206.382950,0.300000,-2.416496
1571250206.431695,0.300000,-2.702971
1571250206.489159,0.300000,-3.061979
1571250206.533550,0.300000,-3.632241
1571250206.596551,0.300000,-3.461765
1571250206.638485,0.300000,-3.005399
1571250206.690334,0.300000,-3.145711
1571250206.724853,0.300000,-3.892879
1571250206.784496,0.300000,-3.128219
1571250206.835262,0.300000,-3.126470
1571250206.890805,0.300000,-2.614093
1571250206.947541,0.300000,-3.008517
1571250206.996804,0.300000,-2.847460
1571250207.040395,0.300000,-2.944212
1571250207.089659,0.300000,-2.716060
1571250207.156363,0.300000,-2.296203
1571250207.203901,0.300000,-1.308455
1571250207.257448,0.300000,-1.884174
1571250207.323672,0.300000,-2.057966
1571250207.348410,0.300000,0.994044
1571250207.396981,0.300000,1.984109
1571250207.445234,0.300000,-1.263706
1571250207.499717,0.300000,1.411841
1571250207.562235,0.300000,2.944873
1571250207.624124,0.300000,2.176830
1571250207.673286,0.300000,2.030410
1571250207.728008,0.300000,-0.288988
1571250207.771093,0.300000,1.394764
1571250207.819382,0.300000,-1.073635
1571250207.865415,0.300000,0.606116
1571250207.913835,0.300000,-1.688760
1571250207.963829,0.300000,-2.072516
1571250208.015482,0.300000,-2.491105
1571250208.065933,0.300000,-2.720523
1571250208.118275,0.300000,-1.760275
1571250208.171616,0.300000,-0.839220
1571250208.225444,0.000000,-1.000000
1571250208.226021,0.300000,-0.839220
1571250208.279881,0.000000,-1.000000
1571250208.280401,0.300000,-0.839220
1571250208.332445,0.000000,-1.000000
1571250208.333113,0.300000,-0.839220
1571250208.376356,0.000000,-1.000000
1571250208.377230,0.300000,-0.839220
1571250208.427997,0.000000,-1.000000
1571250208.428989,0.300000,-0.839220
1571250208.495872,0.000000,-1.000000
1571250208.496984,0.300000,-0.839220
1571250208.540349,0.000000,-1.000000
1571250208.541765,0.300000,-0.839220
1571250208.623069,0.000000,-1.000000
1571250208.623680,0.300000,-0.839220
1571250208.662278,0.000000,-1.000000
1571250208.662874,0.300000,-0.839220
1571250208.726718,0.300000,2.479056
1571250208.768532,0.000000,-1.000000
1571250208.769181,0.300000,2.479056
1571250208.804237,0.000000,-1.000000
1571250208.804729,0.300000,2.479056
1571250208.864306,0.300000,-3.699528
1571250208.928177,0.300000,-3.783536
1571250208.984115,0.300000,-3.511931
1571250209.034326,0.300000,-3.573736
1571250209.075831,0.300000,-4.172592
1571250209.116030,0.300000,-4.223306
1571250209.163114,0.300000,-4.387541
1571250209.205758,0.300000,-4.295442
1571250209.264549,0.300000,-4.063335
1571250209.292557,0.300000,-4.460939
1571250209.353873,0.300000,-4.180535
1571250209.405424,0.300000,-3.887736
1571250209.459523,0.300000,-4.365870
1571250209.499955,0.300000,-4.507053
1571250209.551257,0.300000,-3.844520
1571250209.590278,0.300000,-4.014582
1571250209.655909,0.300000,-4.036781
1571250209.700203,0.300000,-2.992986
1571250209.760563,0.300000,-2.777287
1571250209.799805,0.300000,-3.187245
1571250209.847158,0.300000,-1.646845
1571250209.904081,0.300000,-2.953379
1571250209.951030,0.300000,-1.076709
1571250209.985229,0.300000,-0.539866
1571250210.040163,0.300000,-3.207838
1571250210.098367,0.300000,-2.677913
1571250210.138497,0.300000,-2.666768
1571250210.189051,0.300000,-2.591822
1571250210.253442,0.300000,-0.768475
1571250210.285909,0.300000,-0.197154
1571250210.352702,0.300000,-0.209676
1571250210.398656,0.300000,0.969302
1571250210.430057,0.300000,-0.852560
1571250210.500388,0.300000,-1.225011
1571250210.553803,0.300000,0.188916
1571250210.595953,0.300000,1.295609
1571250210.656270,0.300000,1.564297
1571250210.693284,0.300000,0.277070
1571250210.738813,0.300000,1.543464
1571250210.791507,0.300000,1.151611
1571250210.844603,0.300000,0.871777
1571250210.897974,0.300000,3.205869
1571250210.938047,0.300000,1.161699
1571250210.977713,0.300000,-0.756428
1571250211.034049,0.300000,-0.788205
1571250211.088153,0.300000,0.654511
1571250211.155382,0.300000,0.006862
1571250211.191221,0.300000,-0.534604
1571250211.241412,0.300000,-0.945099
1571250211.306743,0.300000,-0.400003
1571250211.471785,0.300000,-1.739842
1571250211.517605,0.300000,-2.483588
1571250211.558114,0.300000,-1.622163
1571250211.621554,0.300000,-2.449974
1571250211.663870,0.300000,-2.764545
1571250211.728526,0.300000,-3.203579
1571250211.772495,0.300000,-2.495211
1571250211.828376,0.300000,-3.372604
1571250211.875661,0.300000,-3.126249
1571250211.945678,0.300000,-3.209947
1571250212.026258,0.300000,-2.895314
1571250212.067109,0.300000,-3.874266
1571250212.108504,0.300000,-3.174361
1571250212.154112,0.300000,-3.205936
1571250212.189445,0.300000,0.778480
1571250212.233575,0.300000,-3.332989
1571250212.282389,0.300000,-2.437887
1571250212.336566,0.300000,1.415361
1571250212.384760,0.300000,0.614949
1571250212.432923,0.300000,-2.655062
1571250212.485358,0.300000,-2.696698
1571250212.534839,0.300000,1.685211
1571250212.589959,0.300000,-1.894867
1571250212.637345,0.300000,1.744706
1571250212.678597,0.300000,1.521806
1571250212.719151,0.300000,-3.293100
1571250212.772308,0.300000,1.758339
1571250212.810537,0.300000,-3.445331
1571250212.852759,0.300000,-2.723085
1571250212.898867,0.300000,-2.642512
1571250212.945424,0.300000,0.916440
1571250212.988270,0.300000,0.906454
1571250213.037953,0.300000,0.678990
1571250213.077517,0.300000,-2.923191
1571250213.125243,0.300000,-2.823954
1571250213.192259,0.300000,-3.008744
1571250213.242377,0.300000,-2.378924
1571250213.277020,0.300000,-3.609471
1571250213.334593,0.300000,-2.784057
1571250213.380500,0.300000,0.440895
1571250213.433764,0.300000,0.643436
1571250213.489809,0.300000,0.641748
1571250213.525251,0.300000,1.183448
1571250213.565555,0.300000,0.253304
1571250213.631101,0.300000,0.105597
1571250213.662112,0.300000,-1.745842
1571250213.728499,0.300000,0.705736
1571250213.767207,0.300000,2.408096
1571250213.804513,0.300000,0.235077
1571250213.849102,0.300000,3.167710
1571250213.902355,0.300000,4.238938
1571250213.950617,0.300000,3.568979
1571250214.029986,0.300000,1.569827
1571250214.090770,0.300000,1.805832
1571250214.147037,0.300000,1.567357
1571250214.201130,0.300000,2.891649
1571250214.242287,0.300000,2.099284
1571250214.316892,0.300000,0.236846
1571250214.369400,0.300000,-2.013211
1571250214.418527,0.300000,-1.036933
1571250214.492991,0.300000,-1.961136
1571250214.532534,0.300000,-0.337144
1571250214.594018,0.300000,-2.936625
1571250214.645277,0.300000,-2.967905
1571250214.682094,0.300000,-3.918042
1571250214.742243,0.300000,-2.660317
1571250214.791566,0.300000,-2.960925
1571250214.845104,0.300000,-2.744106
1571250214.890729,0.300000,-1.615337
1571250214.922054,0.300000,-2.446469
1571250214.970735,0.300000,-1.479027
1571250215.028715,0.300000,-2.534234
1571250215.073461,0.300000,-1.197375
1571250215.138712,0.300000,-2.089871
1571250215.176651,0.300000,-2.978749
1571250215.219086,0.300000,-1.303849
1571250215.253851,0.300000,2.151795
1571250215.323662,0.300000,-1.932375
1571250215.359362,0.300000,-1.116823
1571250215.430146,0.300000,-0.688534
1571250215.481958,0.300000,-0.304846
1571250215.519154,0.300000,-0.268753
1571250215.577584,0.300000,-0.094980
1571250215.612726,0.300000,-0.268197
1571250215.668852,0.300000,-0.785547
1571250215.722694,0.300000,0.953878
1571250215.766541,0.300000,-0.538223
1571250215.827568,0.300000,-0.589071
1571250215.857481,0.300000,-0.066178
1571250215.923520,0.300000,-0.457393
1571250215.955448,0.300000,2.688166
1571250216.001393,0.300000,2.296655
1571250216.053883,0.300000,2.171946
1571250216.092951,0.300000,-0.805617
1571250216.145064,0.300000,-1.378171
1571250216.198942,0.300000,-0.725774
1571250216.250602,0.300000,-2.440121
1571250216.310073,0.300000,-1.664230
1571250216.378011,0.300000,-1.948163
1571250216.417884,0.300000,-2.593532
1571250216.455268,0.300000,-3.152331
1571250216.514225,0.300000,-3.044561
1571250216.566399,0.300000,-2.571005
1571250216.632031,0.300000,-2.245284
1571250216.683177,0.300000,-2.467041
1571250216.728177,0.300000,-2.422753
1571250216.790640,0.300000,-2.179972
1571250216.821766,0.300000,-1.902241
1571250216.872760,0.300000,-2.557324
1571250216.916901,0.300000,-3.277574
1571250216.966185,0.300000,-2.947955
1571250217.017253,0.300000,-2.105134
1571250217.070186,0.300000,-1.379436
1571250217.111060,0.300000,-1.838334
1571250217.173289,0.300000,-1.882761
1571250217.234240,0.300000,-2.153205
1571250217.289954,0.300000,-1.487377
1571250217.328527,0.300000,-0.873369
1571250217.393992,0.300000,-0.314691
1571250217.439816,0.300000,-0.378855
1571250217.483495,0.300000,-0.794063
1571250217.545384,0.300000,-0.285310
1571250217.587704,0.300000,-0.399773
1571250217.646024,0.300000,1.717738
1571250217.685246,0.300000,-0.604576
1571250217.730612,0.300000,-0.485891
1571250217.772718,0.300000,-1.020419
1571250217.821965,0.300000,-0.830561
1571250217.871136,0.300000,-0.641464
1571250217.930307,0.300000,-0.809164
1571250217.998074,0.300000,-2.034130
1571250218.056154,0.300000,-2.206359
1571250218.101158,0.300000,-2.283215
1571250218.158683,0.300000,-2.210356
1571250218.210082,0.300000,-2.375000
1571250218.261192,0.300000,-2.496030
1571250218.335014,0.300000,-2.681823
1571250218.397192,0.300000,-2.720574
1571250218.448720,0.300000,-2.486579
1571250218.491427,0.300000,-3.014441
1571250218.540320,0.300000,-2.873735
1571250218.581491,0.300000,-2.466284
1571250218.631763,0.300000,-2.192171
1571250218.693883,0.300000,-2.477416
1571250218.728438,0.300000,-2.623020
1571250218.776844,0.300000,1.359124
1571250218.821579,0.300000,-1.122079
1571250218.877003,0.300000,-1.565199
1571250218.922090,0.300000,-1.893353
1571250218.963394,0.300000,-1.448007
1571250219.028396,0.300000,-2.020740
1571250219.088628,0.300000,-1.809278
1571250219.135387,0.300000,-2.369487
1571250219.194013,0.300000,-2.030637
1571250219.243409,0.300000,-2.016806
1571250219.284232,0.300000,-2.690410
1571250219.350562,0.300000,3.458279
1571250219.388914,0.300000,-1.606168
1571250219.442928,0.300000,-2.125786
1571250219.510524,0.300000,-1.789246
1571250219.558220,0.300000,-1.677879
1571250219.607682,0.300000,-1.134500
1571250219.645903,0.300000,-2.323688
1571250219.708813,0.300000,-2.128186
1571250219.752012,0.300000,-2.621441
1571250219.808225,0.300000,-2.156087
1571250219.854410,0.300000,-1.789993
1571250219.909427,0.300000,-2.213079
1571250219.961844,0.300000,-2.402918
1571250220.009909,0.300000,-1.764931
1571250220.061555,0.300000,-1.623592
1571250220.121868,0.300000,-1.463846
1571250220.170658,0.300000,-1.835700
1571250220.223986,0.300000,-0.185493
1571250220.263123,0.300000,2.722523
1571250220.327004,0.300000,-1.386482
1571250220.375287,0.300000,-1.366170
1571250220.416807,0.300000,-2.619852
1571250220.488405,0.300000,2.878661
1571250220.534088,0.300000,-2.021518
1571250220.593037,0.300000,-2.221374
1571250220.638764,0.300000,-1.315866
1571250220.689921,0.300000,2.641468
1571250220.742233,0.300000,-1.726240
1571250220.794715,0.300000,-2.579767
1571250220.844651,0.300000,-3.163341
1571250220.905260,0.300000,-3.141651
1571250220.940220,0.300000,2.319781
1571250220.998579,0.300000,-1.224157
1571250221.058307,0.300000,0.465695
1571250221.107763,0.300000,-1.429895
1571250221.149569,0.300000,1.378139
1571250221.198159,0.300000,3.145024
1571250221.241789,0.300000,-2.468934
1571250221.288024,0.300000,-1.986225
1571250221.349163,0.300000,-2.607623
1571250221.402579,0.300000,2.303121
1571250221.438797,0.300000,2.791745
1571250221.496835,0.300000,2.987514
1571250221.537568,0.300000,2.065045
1571250221.589777,0.300000,3.235296
1571250221.648405,0.300000,4.026052
1571250221.683910,0.300000,3.062341
1571250221.716486,0.300000,2.348071
1571250221.764694,0.300000,3.508492
1571250221.807746,0.300000,3.700662
1571250221.845987,0.300000,2.991514
1571250221.890924,0.300000,2.843288
1571250221.937973,0.300000,2.372721
1571250221.980063,0.300000,2.217030
1571250222.031022,0.300000,2.656173
1571250222.076139,0.300000,2.077078
1571250222.123961,0.300000,-1.000083
1571250222.174115,0.300000,-1.645246
1571250222.213415,0.300000,-2.023809
1571250222.271642,0.300000,-1.689052
1571250222.331360,0.300000,-3.229769
1571250222.370534,0.300000,-3.109472
1571250222.419656,0.300000,-3.082273
1571250222.494837,0.300000,-3.560466
1571250222.533057,0.300000,-2.812057
1571250222.567299,0.300000,-3.699389
1571250222.609808,0.300000,-4.175708
1571250222.667248,0.300000,-3.352052
1571250222.700706,0.300000,-3.239157
1571250222.756770,0.300000,-2.833015
1571250222.808316,0.300000,-2.427565
1571250222.855015,0.300000,-3.043782
1571250222.910082,0.300000,-2.636831
1571250222.954837,0.300000,-2.706602
1571250223.012803,0.300000,-2.394077
1571250223.060643,0.300000,-2.294978
1571250223.112436,0.300000,-1.491954
1571250223.157624,0.300000,-1.528202
1571250223.208673,0.300000,-1.544003
1571250223.255566,0.300000,-1.810185
1571250223.306298,0.300000,-2.116063
1571250223.367696,0.300000,-2.200486
1571250223.397166,0.300000,-0.837684
1571250223.457704,0.300000,-1.614348
1571250223.509018,0.300000,-1.150282
1571250223.547828,0.300000,-2.108526
1571250223.615726,0.300000,-4.089203
1571250223.660755,0.300000,-4.205986
1571250223.716660,0.300000,-3.634785
1571250223.758346,0.300000,-4.242249
1571250223.818453,0.300000,-4.359475
1571250223.871992,0.300000,-5.089191
1571250223.916109,0.300000,-2.495287
1571250223.960245,0.300000,-4.502821
1571250224.004209,0.300000,-4.026587
1571250224.062326,0.300000,-4.876654
1571250224.108980,0.300000,-5.046831
1571250224.155331,0.300000,-5.037661
1571250224.208909,0.300000,-5.006908
1571250224.252002,0.300000,-5.082747
1571250224.309226,0.300000,-4.935952
1571250224.374187,0.300000,-5.016311
1571250224.435066,0.300000,-5.002348
1571250224.495213,0.300000,-4.855794
1571250224.595527,0.300000,-4.773944
1571250224.667317,0.300000,-4.865397
1571250224.727967,0.300000,-4.706780
1571250224.786555,0.300000,-4.583134
1571250224.823888,0.300000,-4.328533
1571250224.872924,0.300000,-1.068774
1571250224.907705,0.300000,-0.091201
1571250224.949223,0.300000,-3.709690
1571250225.001142,0.300000,-2.786693
1571250225.055322,0.300000,-3.683449
1571250225.079274,0.300000,-3.374696
1571250225.124878,0.300000,1.214135
1571250225.181134,0.300000,1.555344
1571250225.212470,0.300000,-3.046046
1571250225.253515,0.300000,-2.970633
1571250225.292374,0.300000,1.561620
1571250225.345722,0.300000,2.259147
1571250225.379213,0.300000,3.164031
1571250225.417437,0.300000,2.578114
1571250225.472850,0.300000,3.129942
1571250225.520310,0.300000,2.959343
1571250225.562953,0.300000,3.018777
1571250225.625438,0.300000,2.544327
1571250225.679304,0.300000,3.270162
1571250225.729615,0.300000,3.343065
1571250225.777398,0.300000,4.155073
1571250225.829133,0.300000,3.082030
1571250225.865015,0.300000,3.097245
1571250225.915494,0.300000,1.233324
1571250225.963104,0.300000,1.980036
1571250226.011047,0.300000,2.060074
1571250226.053946,0.300000,3.387868
1571250226.107553,0.300000,2.695281
1571250226.152621,0.300000,3.960765
1571250226.202916,0.300000,3.078568
1571250226.257708,0.300000,2.873847
1571250226.310348,0.300000,2.591666
1571250226.366594,0.300000,2.442726
1571250226.415370,0.300000,1.352673
1571250226.488680,0.300000,-2.283141
1571250226.533366,0.300000,-2.408326
1571250226.598768,0.300000,-3.687803
1571250226.655809,0.300000,-3.296525
1571250226.688684,0.300000,-3.346177
1571250226.731228,0.300000,-2.743219
1571250226.782120,0.300000,-3.282981
1571250226.842409,0.300000,-2.974143
1571250226.890031,0.300000,-3.698450
1571250226.929746,0.300000,-3.470481
1571250226.989415,0.300000,-2.778636
1571250227.023453,0.300000,-3.603394
1571250227.089261,0.300000,-3.441141
1571250227.126976,0.300000,-2.847741
1571250227.193146,0.300000,-1.324945
1571250227.238440,0.300000,-2.244394
1571250227.264758,0.300000,-2.979135
1571250227.343240,0.300000,-2.061145
1571250227.384014,0.300000,-0.982721
1571250227.447003,0.300000,-1.910916
1571250227.488475,0.300000,-2.600508
1571250227.553039,0.300000,-2.606441
1571250227.609086,0.300000,-2.561427
1571250227.678383,0.300000,0.808164
1571250227.712001,0.300000,0.999419
1571250227.757885,0.300000,-1.605101
1571250227.794241,0.300000,1.156903
1571250227.839891,0.300000,-0.232450
1571250227.893130,0.300000,0.826414
1571250227.950665,0.300000,0.126979
1571250228.007589,0.300000,1.906913
1571250228.050975,0.300000,0.423566
1571250228.123055,0.300000,0.923724
